OTU ID	A01-nonchimeras.blast	A02-nonchimeras.blast	A03-nonchimeras.blast	A04-nonchimeras.blast	A05-nonchimeras.blast	A06-nonchimeras.blast	A07-nonchimeras.blast	A08-nonchimeras.blast	A09-nonchimeras.blast	A10-nonchimeras.blast	A12-nonchimeras.blast	B01-nonchimeras.blast	B02-nonchimeras.blast	B03-nonchimeras.blast	B04-nonchimeras.blast	B05-nonchimeras.blast	B06-nonchimeras.blast	B07-nonchimeras.blast	B08-nonchimeras.blast	B09-nonchimeras.blast	B10-nonchimeras.blast	B12-nonchimeras.blast	C01-nonchimeras.blast	C02-nonchimeras.blast	C03-nonchimeras.blast	C04-nonchimeras.blast	C05-nonchimeras.blast	C06-nonchimeras.blast	C07-nonchimeras.blast	C08-nonchimeras.blast	C09-nonchimeras.blast	C10-nonchimeras.blast	C12-nonchimeras.blast	D01-nonchimeras.blast	D02-nonchimeras.blast	D03-nonchimeras.blast	D04-nonchimeras.blast	D05-nonchimeras.blast	D06-nonchimeras.blast	D07-nonchimeras.blast	D08-nonchimeras.blast	D09-nonchimeras.blast	D10-nonchimeras.blast	D12-nonchimeras.blast	E01-nonchimeras.blast	E02-nonchimeras.blast	E03-nonchimeras.blast	E04-nonchimeras.blast	E05-nonchimeras.blast	E06-nonchimeras.blast	E07-nonchimeras.blast	E08-nonchimeras.blast	E09-nonchimeras.blast	E10-nonchimeras.blast	E11-nonchimeras.blast	E12-nonchimeras.blast	F01-nonchimeras.blast	F02-nonchimeras.blast	F03-nonchimeras.blast	F04-nonchimeras.blast	F05-nonchimeras.blast	F06-nonchimeras.blast	F07-nonchimeras.blast	F08-nonchimeras.blast	F09-nonchimeras.blast	F10-nonchimeras.blast	F11-nonchimeras.blast	F12-nonchimeras.blast	G01-nonchimeras.blast	G02-nonchimeras.blast	G03-nonchimeras.blast	G04-nonchimeras.blast	G05-nonchimeras.blast	G06-nonchimeras.blast	G07-nonchimeras.blast	G08-nonchimeras.blast	G09-nonchimeras.blast	G11-nonchimeras.blast	H01-nonchimeras.blast	H02-nonchimeras.blast	H03-nonchimeras.blast	H04-nonchimeras.blast	H05-nonchimeras.blast	H06-nonchimeras.blast	H07-nonchimeras.blast	H08-nonchimeras.blast	H09-nonchimeras.blast	H11-nonchimeras.blast	taxomomy
Barbus barbus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1062.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3611.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4935.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Barbus', 's__Barbus_barbus']
Rutilus rutilus	2656.0	0.0	1845.0	3201.0	7413.0	1908.0	512.0	950.0	1603.0	0.0	6.0	236.0	374.0	218.0	1145.0	327.0	2013.0	252.0	694.0	2347.0	170.0	0.0	1115.0	0.0	1698.0	1663.0	387.0	2164.0	216.0	1108.0	368.0	887.0	973.0	0.0	446.0	1194.0	521.0	1405.0	1302.0	3.0	472.0	0.0	123.0	0.0	1002.0	872.0	17.0	1411.0	226.0	3598.0	0.0	1362.0	0.0	0.0	0.0	396.0	332.0	2284.0	991.0	1398.0	943.0	3237.0	162.0	3644.0	179.0	210.0	3124.0	4.0	701.0	4222.0	0.0	1945.0	1678.0	461.0	290.0	4593.0	255.0	3.0	0.0	2738.0	4856.0	1822.0	325.0	491.0	1028.0	3599.0	0.0	2163.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Rutilus', 's__Rutilus_rutilus']
Pseudorasbora parva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3447.0	342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Pseudorasbora', 's__Pseudorasbora_parva']
Alburnus alburnus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5076.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	506.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2721.0	6368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Alburnus', 's__Alburnus_alburnus']
Gymnocephalus cernua	0.0	0.0	89.0	0.0	0.0	0.0	0.0	442.0	0.0	244.0	0.0	76.0	63.0	0.0	0.0	75.0	0.0	0.0	128.0	0.0	818.0	59.0	0.0	644.0	0.0	464.0	0.0	0.0	0.0	160.0	90.0	1937.0	9925.0	164.0	0.0	0.0	344.0	0.0	0.0	260.0	0.0	4.0	1740.0	14600.0	0.0	0.0	0.0	464.0	0.0	9.0	156.0	0.0	193.0	965.0	8.0	1159.0	0.0	127.0	0.0	0.0	190.0	0.0	0.0	0.0	625.0	1153.0	8172.0	0.0	0.0	0.0	0.0	380.0	0.0	0.0	235.0	0.0	138.0	6421.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	53.0	0.0	10379.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae', 'g__Gymnocephalus', 's__Gymnocephalus_cernua']
Blicca bjoerkna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Blicca', 's__Blicca_bjoerkna']
Scardinius erythrophthalmus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	157.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	27.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Scardinius', 's__Scardinius_erythrophthalmus']
Leucaspius delineatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23635.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11889.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leucaspius', 's__Leucaspius_delineatus']
Phoxinus phoxinus	1368.0	581.0	98.0	0.0	1824.0	0.0	0.0	2191.0	0.0	127.0	0.0	468.0	66.0	1501.0	0.0	0.0	0.0	377.0	625.0	0.0	241.0	13.0	464.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	140.0	533.0	8.0	4.0	0.0	0.0	0.0	986.0	734.0	1730.0	701.0	0.0	229.0	624.0	1927.0	208.0	0.0	0.0	0.0	0.0	160.0	0.0	83.0	1153.0	4.0	6746.0	400.0	301.0	0.0	0.0	0.0	0.0	452.0	0.0	57.0	996.0	5.0	3.0	0.0	0.0	0.0	434.0	0.0	648.0	237.0	108.0	506.0	5279.0	745.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	170.0	6505.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Phoxinus', 's__Phoxinus_phoxinus']
Leuciscus leuciscus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	6297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1598.0	0.0	988.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	7029.0	8380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leuciscus', 's__Leuciscus_leuciscus']
Gasterosteus aculeatus	689.0	194.0	0.0	0.0	576.0	0.0	240.0	0.0	61.0	0.0	0.0	0.0	0.0	1038.0	0.0	0.0	0.0	530.0	0.0	23.0	0.0	0.0	416.0	110.0	0.0	0.0	0.0	0.0	78.0	384.0	58.0	246.0	0.0	491.0	0.0	0.0	0.0	0.0	257.0	0.0	458.0	0.0	32.0	0.0	248.0	0.0	0.0	0.0	0.0	154.0	84.0	101.0	0.0	251.0	0.0	0.0	163.0	314.0	0.0	0.0	0.0	55.0	0.0	0.0	17.0	24.0	0.0	0.0	347.0	0.0	0.0	47.0	0.0	820.0	143.0	0.0	0.0	0.0	119.0	0.0	9.0	0.0	107.0	286.0	257.0	136.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae', 'g__Gasterosteus', 's__Gasterosteus_aculeatus']
Leuciscus idus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leuciscus', 's__Leuciscus_idus']
Umbra pygmaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes', 'f__Umbridae', 'g__Umbra', 's__Umbra_pygmaea']
Anguilla anguilla	327.0	914.0	342.0	0.0	0.0	656.0	0.0	705.0	252.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	520.0	18.0	0.0	0.0	0.0	330.0	0.0	330.0	62.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	377.0	0.0	794.0	0.0	4.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	191.0	155.0	0.0	606.0	0.0	6.0	0.0	0.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	1444.0	0.0	0.0	0.0	0.0	508.0	0.0	437.0	277.0	295.0	0.0	43.0	7.0	0.0	446.0	172.0	0.0	0.0	0.0	793.0	391.0	59.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Anguilliformes', 'f__Anguillidae', 'g__Anguilla', 's__Anguilla_anguilla']
Cyprinus carpio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	848.0	0.0	0.0	0.0	0.0	0.0	320.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	3284.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4392.0	8654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Cyprinus', 's__Cyprinus_carpio']
Esox lucius	140.0	150.0	0.0	371.0	98.0	0.0	0.0	537.0	184.0	26.0	0.0	39.0	0.0	35.0	201.0	0.0	276.0	0.0	376.0	0.0	52.0	409.0	232.0	0.0	56.0	304.0	227.0	154.0	138.0	84.0	215.0	70.0	14.0	0.0	534.0	543.0	0.0	0.0	546.0	336.0	67.0	454.0	31.0	4224.0	0.0	292.0	116.0	0.0	0.0	119.0	0.0	523.0	0.0	91.0	3541.0	4588.0	83.0	231.0	272.0	0.0	742.0	151.0	120.0	143.0	103.0	159.0	9.0	0.0	572.0	0.0	0.0	0.0	0.0	40.0	85.0	262.0	85.0	3187.0	0.0	97.0	72.0	519.0	0.0	0.0	0.0	628.0	54.0	6142.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes', 'f__Esocidae', 'g__Esox', 's__Esox_lucius']
